Standard Number,Standard Version,Standard Title,Standard Level,Standard Type,Assessment Type,Credits,Domain,Standard Status,Standard Version Status
19430,3,Demonstrate knowledge of and maintain equipment used for sea kayaking,3,Unit,Internal,2,Canoeing - Kayaking,Expired,Current
19431,3,Complete a one-day and a multi-day sea kayaking trip with peers in close proximity to landing sites,4,Unit,Internal,8,Canoeing - Kayaking,Expired,Current
19432,3,Demonstrate sea kayaking skills on open water,4,Unit,Internal,8,Canoeing - Kayaking,Expired,Current
19433,3,Demonstrate rescue procedures for sea kayaking on open water,5,Unit,Internal,10,Canoeing - Kayaking,Expired,Current
19434,3,"Plan and prepare for multi-day, and guide one-day sea kayaking trips, with clients on open water",5,Unit,Internal,12,Canoeing - Kayaking,Expired,Current
19436,3,Manage wastewater reticulation systems and critical points,5,Unit,Internal,8,Water Reticulation,Expired,Current
19437,4,"Describe nets and net mending tools and equipment, and mend a hole in mesh netting",2,Unit,Internal,5,Seafood Vessel Operations,Registered,Current
19438,4,Repair a commercial fishing vessel's net,4,Unit,Internal,10,Seafood Vessel Operations,Registered,Current
19439,3,"Construct a fishing net for commercial fishing, while following a net plan",5,Unit,Internal,12,Seafood Vessel Operations,Registered,Current
19440,2,"Apply policies, procedures and practices for the use of kawa and tikanga in management",6,Unit,Internal,6,Mäori Management - Generic,Expired,Current
19441,4,Prepare business plan and budget for a contact centre,6,Unit,Internal,10,Contact Centre Management,Expired,Current
19442,4,Demonstrate knowledge of workflow management in a contact centre,5,Unit,Internal,8,Contact Centre Management,Expired,Current
19443,5,Demonstrate knowledge of technology developments relevant to contact centres,5,Unit,Internal,6,Contact Centre Management,Expired,Current
19444,4,Deliver group training sessions for adult learners,4,Unit,Internal,8,Delivery of Adult Education and Training,Expired,Current
19445,2,Operate robotic equipment in the manufacturing industry,3,Unit,Internal,6,Engineering - Robotics,Expiring,Current
19446,2,"Explain the principles, components, and functions of robots in the manufacturing industry",5,Unit,Internal,5,Engineering - Robotics,Expiring,Current
19447,2,Program a robot using teach method,5,Unit,Internal,5,Engineering - Robotics,Expiring,Current
19448,2,Find and repair electrical faults and perform test routines on robotic equipment,4,Unit,Internal,5,Engineering - Robotics,Expiring,Current
19449,5,Prepare for and perform chemical analysis using optical emission spectrometry equipment,4,Unit,Internal,5,Metal Forming,Registered,Current
19451,3,Analyse the requirements for Meat Industry Standard 2: Design and Construction,4,Unit,Internal,8,Meat Industry Generic,Expired,Current
19452,3,Analyse the requirements for Meat Industry Standard 3: Hygiene and Sanitation,4,Unit,Internal,8,Meat Industry Generic,Expired,Current
19453,3,Analyse the requirements for Meat Industry Standard 4: Procurement of Animals for Food,4,Unit,Internal,8,Meat Industry Generic,Expired,Current
19454,3,Analyse the requirements for Meat Industry Standard 5: Slaughter and Dressing,4,Unit,Internal,8,Meat Industry Generic,Expired,Current
19455,3,Analyse the requirements for Meat Industry Standard 6: Processing of Edible Product,4,Unit,Internal,8,Meat Industry Generic,Expired,Current
19456,3,Analyse the requirements for Meat Industry Standard 7: Byproducts,4,Unit,Internal,8,Meat Industry Generic,Expired,Current
19457,3,Analyse the requirements for Meat Industry Standard 8: Quality Assurance,4,Unit,Internal,8,Meat Industry Generic,Expired,Current
19458,3,Analyse the requirements for Meat Industry Standard 9: Storing and Transport,4,Unit,Internal,8,Meat Industry Generic,Expired,Current
19459,3,"Demonstrate knowledge of the operation of, and erect temporary electric fences in an equine environment",2,Unit,Internal,3,Equine Care,Registered,Current
19460,3,Maintain and repair equine fencing,2,Unit,Internal,5,Equine Care,Registered,Current
19461,3,Evaluate equine pasture production methods,4,Unit,Internal,2,Equine Care,Registered,Current
19462,4,Assist machine operator for dry offset printing,2,Unit,Internal,15,Dry Offset,Expiring,Current
19463,3,Experience whakairo,1,Unit,Internal,24,Te Ara Tauira Whakairo,Expired,Current
19464,3,Explore whakairo,2,Unit,Internal,24,Te Ara Tauira Whakairo,Expired,Current
19465,3,Develop whakairo,3,Unit,Internal,24,Te Ara Tauira Whakairo,Expired,Current
19466,3,Realise whakairo,4,Unit,Internal,24,Te Ara Tauira Whakairo,Expired,Current
19467,5,Operate a land-based crane in a marine application,3,Unit,Internal,20,Seafood Vessel Operations,Registered,Current
19468,6,"Describe safety requirements, and operate a vessel mounted crane in a marine environment",4,Unit,Internal,25,Seafood Vessel Operations,Registered,Current
19469,7,Demonstrate knowledge of electric machine winding,4,Unit,Internal,5,Electrical Machines,Registered,Current
19470,6,Rewind electric machines,4,Unit,Internal,15,Electrical Machines,Registered,Current
19471,6,Reassemble and test electric machines following rewinding,4,Unit,Internal,12,Electrical Machines,Registered,Current
19472,4,Install and commission high voltage (HV) electricity current transformer metering,4,Unit,Internal,10,Electricity Supply - Metering,Expired,Current
19473,2,"Describe piggery cleaning, and clean and sanitise the piggery facility under direct supervision",2,Unit,Internal,2,Pig Husbandry,Expired,Current
19474,2,Clean a piggery facility using a waterblaster under direct supervision,2,Unit,Internal,2,Pig Husbandry,Expired,Current
19475,4,Manage electricity grid security,6,Unit,Internal,15,Electricity Supply - Power System Management,Expired,Current
19476,4,Manage electricity market scheduling,6,Unit,Internal,10,Electricity Supply - Power System Management,Expired,Current
19477,6,Demonstrate knowledge of the national electricity grid,4,Unit,Internal,5,Electricity Supply - Power System Management,Registered,Current
19478,4,Demonstrate knowledge of HVDC in the role of a power system controller,5,Unit,Internal,10,Electricity Supply - Power System Management,Expired,Current
19479,7,Use SCADA to manage the power system,4,Unit,Internal,5,Electricity Supply - Power System Management,Registered,Current
19480,5,Use advanced SCADA functions to manage the power system,5,Unit,Internal,3,Electricity Supply - Power System Management,Expired,Current
19481,5,Demonstrate knowledge of electricity supply protection equipment,4,Unit,Internal,5,Electricity Supply - Power System Management,Expired,Current
19482,4,Demonstrate knowledge of the national electricity grid security,5,Unit,Internal,5,Electricity Supply - Power System Management,Expired,Current
19483,6,Conduct a compliance audit on equipment operation in the electricity supply industry,4,Unit,Internal,6,Electricity Supply - Power System Management,Expired,Current
19484,6,Conduct a compliance audit of work management systems in the electricity supply industry,4,Unit,Internal,6,Electricity Supply - Power System Management,Expired,Current
19485,5,Conduct a compliance audit of work carried out in the electricity supply industry,4,Unit,Internal,6,Electricity Supply - Business Services,Expired,Current
19486,5,Conduct a health and safety compliance audit in the electricity supply industry,4,Unit,Internal,6,Electricity Supply - Business Services,Expired,Current
19487,3,Demonstrate knowledge of rail braking systems used in New Zealand,2,Unit,Internal,2,Rail Core Skills,Registered,Current
19488,3,Demonstrate knowledge of rail network centres used to control the movement of rail vehicles,2,Unit,Internal,3,Rail Operations,Registered,Current
19489,4,Steer a commercial vessel and keep watch,3,Unit,Internal,6,Navigation and Seamanship,Registered,Current
19490,3,Use marine radar on a restricted limits vessel,3,Unit,Internal,10,Navigation and Seamanship,Registered,Current
19491,4,Demonstrate knowledge of using VHF marine radio and an EPIRB,3,Unit,Internal,3,Navigation and Seamanship,Registered,Current
19492,4,"Operate a marine radio in the MF, HF and VHF bands",3,Unit,Internal,2,Navigation and Seamanship,Registered,Current
19493,4,Perform maintenance and repairs on a vessel's mechanical and electrical systems,4,Unit,Internal,5,Marine Engineering,Registered,Current
19494,2,Establish and maintain working relationships with whanau in social service work,5,Unit,Internal,6,Provide Social Services,Expired,Current
19495,2,Describe record keeping and how to access records in social service work,3,Unit,Internal,3,Provide Social Services,Expired,Current
19496,2,Facilitate empowerment of people experiencing oppression and marginalisation,6,Unit,Internal,15,Provide Social Services,Expired,Current
19497,2,Describe advocacy in social service work,3,Unit,Internal,3,Provide Social Services,Expired,Current
19498,7,Demonstrate knowledge of emergency response actions for a road transport emergency,5,Unit,Internal,6,Road Transport Operations,Registered,Current
19499,5,Demonstrate knowledge of the characteristics of large passenger service vehicles and passenger capacity,3,Unit,Internal,2,Passenger Service,Registered,Current
19500,4,Demonstrate and apply knowledge of the provision of coach services for inbound tours,3,Unit,Internal,5,Road Transport Operations,Expired,Current
19501,4,Demonstrate knowledge of competitive tendering processes for passenger transport services,4,Unit,Internal,4,Road Transport Operations,Expired,Current
19502,2,Provide a support role as witness for a personal search conducted by a Customs officer,4,Unit,Internal,5,Border Management,Expired,Current
19503,4,Demonstrate knowledge of and apply health and safety requirements in a Customs operational area,4,Unit,Internal,4,Border Management,Expired,Current
19504,5,Interpret and apply assembly drawings to ensure product quality,3,Unit,Internal,4,Manufacturing Processes,Registered,Current
19505,5,Interpret and apply production drawings to ensure product quality in a manufacturing environment,3,Unit,Internal,5,Manufacturing Processes,Registered,Current
19506,5,Demonstrate knowledge of and carry out company quality procedures in a manufacturing environment,2,Unit,Internal,3,Manufacturing Processes,Registered,Current
19507,5,Maintain and control a manufacturing process to ensure product quality,3,Unit,Internal,8,Manufacturing Processes,Registered,Current
19508,4,Operate Computer Numerical Controlled (CNC) Machinery for metal processing,3,Unit,Internal,6,Manufacturing Processes,Expired,Current
19509,3,Control rail movements using a signal box,4,Unit,Internal,8,Rail Operations,Expired,Current
19510,3,Demonstrate knowledge and use of working procedures on a multiple unit,3,Unit,Internal,4,Rail Operations,Expired,Current
19511,3,Demonstrate knowledge and use of working procedures on 'S' series carriage rolling stock,3,Unit,Internal,4,Rail Operations,Expired,Current
19512,3,Demonstrate knowledge and use of working procedures on standard carriage rolling stock,3,Unit,Internal,4,Rail Operations,Expired,Current
